# Official Netlib LP corpus decoded with lp/data/emps.c on 2026-07-19.
# model\tdecoded_mps_sha256
forplan	8d5cd8f5fe0e91c1c79811dba228a8fb4c37d496118df86897917bd6d50ed57f
ganges	a9f686e6ddd618b0d80a8231e0a08c73b3512a5df7a2869dce47b81472876e37
gfrd-pnc	46e43de0333ec615cb02a1303655cb0f35f17c323c806fe8910c077ad32bf4cc
greenbea	3d978068e59e9126ddd7599d845a111c66cc7a60709b7ea8c2441dc5f0e44fdf
greenbeb	ac842c75b91f2c3607f1581e766e7bfcd81228f2aad4c4925a2600e25c7dd4ea
grow15	1222d49c497db33e1c1d6a91019ceca2975ca34d5d3cd102eb220a26528cbc60
grow22	94c090772b8531459bc9097fca3805a871831b87c80438abefc070eec01b8bcb
grow7	7072888d957cf01949854eac5ce171710d8b674566f1f2695d9f44de7b8cb74d
israel	119a04d815f7db33d67c0647144703a348087397f4440b2d83f1458d9253e5ab
kb2	b8a3df09b7e76059cb1abd04b8a36c6bf9d9781e20a3d51b38c56f31f47606ea
lotfi	21438697b88d8e6be102e3f14b9cd525abee550c18051ad10a6f7dca3ba8dd54
maros	cbd7dcd034941ed87c07f89578c175abc496730ddaac25cceacd4d7b5f463c31
maros-r7	ecf03c549d6babb5118186fdcf03d405c1b751d36185b1f5110631cea1f38f1b
modszk1	f2fa28c90f7a08c326aad2679700839b8fd5b1757a4165622c3867e1ab063f9a
nesm	cdd411268cd14d5ec056da87c39a0c6d7a93fb15da9b9604e961729312a79cde
perold	15756f5247186b6a5d44ca48177028e1055748227cf90146510f09f35c14a271
pilot	bc521184b033a3450ce81b68e593d560fcbb10ea023d444af1d99fa240b64d27
pilot.ja	a14e9a905a39c8da71efcf19c84953ba00e65cf87676ba54cfd97d9dfbb707ae
pilot.we	2303d8137663a6fe23af0ec7a75cf3367290258eacfbaa2bc248ce39ed914cdb
pilot4	8d3c89d5be7ce7a591ad06d9b88c584dfb47501a73f9b882ff11eec7f9341387
pilot87	88f84ca1ffae4a0b604cea5b6aa29dbe9512e9a32d4d6c70431d55fa14f25e01
pilotnov	0885e278d768e76f1819416f7844eeebf39f7c4e965f5c376b75191253d21f8d
recipe	f967ab6466e4e9ad1914eb40d07d912149b4c5a6005252e86ba181048c3ca59c
sc105	771da8cb34bf412831f3eab58edbd40a1c0f2962c61e3b1578eedbbb67682fb6
sc205	3fde67ec21ff86d763704d4c20a4e5f94b86f6b03217e5b235ab4a53015f63d6
sc50a	c4571004af37a0c7d49099f8fcc513885401784d32f712bf44e014e40348c521
sc50b	15c9d96e1d518dddc197e8e107febce590d0ae94594c676ff0d135b5642c1be5
scagr25	53bca778f79d1ba8a0aea8235b906edf5b60828fdbfcd54575b1d5cdc1057350
scagr7	30cccee0e5adb619dc0f1ea257b350a3cc407c1212d814249ab2ab6218936bc3
scfxm1	10fed25568aee378ae9f043a77ac7b53ba838eac06ec14f6664c24e481716177
scfxm2	06b9348c72e963b62bca7f0d48566d8472255b671266c7f84c878c5dd0c8af25
scfxm3	fc0c8dc4d05f8b6c8105ee5552fcdae7974c11cd9e48e97b8fc078057057bea9
scorpion	36006710427a2b6c6575f41fdc284ca78e89a0af3f7572742d5336d7d7793130
scrs8	789adeb2c5a392c5ac6419dc0f3b0e2bfdd8b875c3cd633c88eb8f9e68e982fb
scsd1	bb9ff57e9f39ddac9f02c96406f664b74861c324d128c3d7abf49c857abe6722
scsd6	537ec314ac602d0e00b587d618f89cdf298033ff062deb96c7043a6160caf9cf
scsd8	e63c14bbbc69433770a41b2495966d7484de6aa13877f79cbf1d606a8a41eece
sctap1	546e421f29d61481619b4f7bc91b7fe0f07dbec53356a3e04f1ee8fb9fc32b6e
sctap2	1a0b1e57cbbe3e8b101b27531002709a25f122dbb533f8621fcaeb41bc7cabd3
sctap3	e0ecf5f8b3cc81f4c712fd36fc360b12ac636387a9bc791bded03a62568bed34
seba	0df2fe9070d28a4da3fa91f5c08fa41cb1937d6b4d43f44bcaf06f155eb6a712
share1b	e31eb15e886236ff331c29433bb930017793606c7c5e86feb6c4e9f41fae4dde
share2b	b861a8d9711956007c0419f956d29e78f20d12aac5b2c65d1a85a88468423754
shell	3ef58427f7f252865fe258102e152558e59c16003f7880022c53d2eaf5ed7d81
ship04l	a63422b903f5711333363f3278d66731518a1ce1983efb468e062ed0cecdeb4f
ship04s	07ef030b3ca52791503659a85ae58f8077ef16700468eaea00ca5bd19eb01cd5
ship08l	d19dbc8e416a777618b247fe0b52a3d06cc84568712de54dec93bc7094f991aa
ship08s	e65acd93865b9757cfd6f0fb8de0db1d264a7f9c9022ff244fdb88d8d29f2d38
ship12l	9b48a8f1640f18ee53bf74d13e12de4946868c8f889bec8f9321dec5baa1c4e3
ship12s	1f6c41ae3a2e44ec85ee6a81bd04d14cfab4d3d160d6dc675d9429c7156d4176
sierra	c0ae5d1f31061ec8f7419107ec312ad63d90b4aa9b1ec4e360f796b295d95f0e
stair	b38d3bb4f2a7aef8666fbc17496169223ccd86f0b7996c71be190ac4eab033ea
standata	2ac6efdd6a6eaad89f47ea71411f8e0fbfbb24a7f31f4446133f39a41ce6fb31
standgub	ebcbae194dd1ae894617cc6e8a115bed5e263fc5c84f202a229e047e5493ca20
standmps	91b4cf377a6eb1668c82d65ffe3ff6a5740e56e1da3a1ef279da768c51e0d3f2
stocfor1	a7996944d096c3cd74ca7cbeeb77e75804bcaaaba17620dba86108555912b4c3
stocfor2	60ca18819fe3361758e5ee4aca80badb0d98e94c886adeb83c6299b4f02e5625
tuff	11bdba8ea718a0cba7747876928212c37a874e7d20d7749a92651747a6d36d1e
vtp.base	ab568fd861228875310ba3eb9f1d9eec1d8444c0116df78fbbc1eda38b6b9c8a
wood1p	aff8022d19be3461fc9b0c71263b1d4cff9147a1cca222d9c004b522e1fa84b7
woodw	dcb7304ebedae9ffad8421c226bf4c5604591fefb367b6d0414f46608d5a6624
